EndDt_DtFin,MjrCmdtyEn_PrdtPrncplAn,MjCmdtyFr_PrdtPrncplFr,CtgryEn_CtgrieAn,CtgryFr_CtgrieFr,NumHd_NmbTetes
2016-02-27,Cattle,Bovins,Bulls,Taureaux,1643
2016-02-27,Cattle,Bovins,Cows,Vaches,39884
2016-02-27,Cattle,Bovins,Heifers,Genisses,51958
2016-02-27,Cattle,Bovins,Steers,Bouvillons,95020
2016-02-27,Hogs,Porcs,Hogs,Porcs,1657949
2016-02-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,34725
2016-04-02,Calves,Veaux,Female,Femelle,1335
2016-04-02,Calves,Veaux,Male,Male,21256
2016-04-02,Cattle,Bovins,Bulls,Taureaux,2156
2016-04-02,Cattle,Bovins,Cows,Vaches,41622
2016-04-02,Cattle,Bovins,Heifers,Genisses,84308
2016-04-02,Cattle,Bovins,Steers,Bouvillons,117564
2016-04-02,Hogs,Porcs,Hogs,Porcs,2015887
2016-04-02,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,54680
2016-04-30,Calves,Veaux,Female,Femelle,1105
2016-04-30,Calves,Veaux,Male,Male,18330
2016-04-30,Cattle,Bovins,Bulls,Taureaux,1869
2016-04-30,Cattle,Bovins,Cows,Vaches,30695
2016-04-30,Cattle,Bovins,Heifers,Genisses,77836
2016-04-30,Cattle,Bovins,Steers,Bouvillons,97225
2016-04-30,Hogs,Porcs,Hogs,Porcs,1642371
2016-04-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47194
2016-05-28,Calves,Veaux,Female,Femelle,1164
2016-05-28,Calves,Veaux,Male,Male,18176
2016-05-28,Cattle,Bovins,Bulls,Taureaux,2022
2016-05-28,Cattle,Bovins,Cows,Vaches,25350
2016-05-28,Cattle,Bovins,Heifers,Genisses,65877
2016-05-28,Cattle,Bovins,Steers,Bouvillons,115481
2016-05-28,Hogs,Porcs,Hogs,Porcs,1554643
2016-05-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,40409
2016-07-02,Calves,Veaux,Female,Femelle,1273
2016-07-02,Calves,Veaux,Male,Male,21484
2016-07-02,Cattle,Bovins,Bulls,Taureaux,2231
2016-07-02,Cattle,Bovins,Cows,Vaches,34032
2016-07-02,Cattle,Bovins,Heifers,Genisses,68015
2016-07-02,Cattle,Bovins,Steers,Bouvillons,159486
2016-07-02,Hogs,Porcs,Hogs,Porcs,1881015
2016-07-02,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,48258
2016-07-30,Calves,Veaux,Female,Femelle,1103
2016-07-30,Calves,Veaux,Male,Male,18082
2016-07-30,Cattle,Bovins,Bulls,Taureaux,1770
2016-07-30,Cattle,Bovins,Cows,Vaches,26441
2016-07-30,Cattle,Bovins,Heifers,Genisses,51671
2016-07-30,Cattle,Bovins,Steers,Bouvillons,147735
2016-07-30,Hogs,Porcs,Hogs,Porcs,1614456
2016-07-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,40656
2016-08-27,Calves,Veaux,Female,Femelle,1013
2016-08-27,Calves,Veaux,Male,Male,16576
2016-08-27,Cattle,Bovins,Bulls,Taureaux,2060
2016-08-27,Cattle,Bovins,Cows,Vaches,25639
2016-08-27,Cattle,Bovins,Heifers,Genisses,56672
2016-08-27,Cattle,Bovins,Steers,Bouvillons,149071
2016-08-27,Hogs,Porcs,Hogs,Porcs,1603480
2016-08-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,43481
2016-10-01,Calves,Veaux,Female,Femelle,1206
2016-10-01,Calves,Veaux,Male,Male,21005
2016-10-01,Cattle,Bovins,Bulls,Taureaux,2733
2016-10-01,Cattle,Bovins,Cows,Vaches,32566
2016-10-01,Cattle,Bovins,Heifers,Genisses,79272
2016-10-01,Cattle,Bovins,Steers,Bouvillons,195078
2016-10-01,Hogs,Porcs,Hogs,Porcs,2065853
2016-10-01,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,66322
2016-10-29,Calves,Veaux,Female,Femelle,976
2016-10-29,Calves,Veaux,Male,Male,16983
2016-10-29,Cattle,Bovins,Bulls,Taureaux,2059
2016-10-29,Cattle,Bovins,Cows,Vaches,30759
2016-10-29,Cattle,Bovins,Heifers,Genisses,66655
2016-10-29,Cattle,Bovins,Steers,Bouvillons,133201
2016-10-29,Hogs,Porcs,Hogs,Porcs,1711887
2016-10-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,41358
2016-11-26,Calves,Veaux,Female,Femelle,968
2016-11-26,Calves,Veaux,Male,Male,17472
2016-11-26,Cattle,Bovins,Bulls,Taureaux,2484
2016-11-26,Cattle,Bovins,Cows,Vaches,48264
2016-11-26,Cattle,Bovins,Heifers,Genisses,79129
2016-11-26,Cattle,Bovins,Steers,Bouvillons,104314
2016-11-26,Hogs,Porcs,Hogs,Porcs,1787415
2016-11-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42707
2016-12-31,Calves,Veaux,Female,Femelle,1254
2016-12-31,Calves,Veaux,Male,Male,21104
2016-12-31,Cattle,Bovins,Bulls,Taureaux,2439
2016-12-31,Cattle,Bovins,Cows,Vaches,50833
2016-12-31,Cattle,Bovins,Heifers,Genisses,77437
2016-12-31,Cattle,Bovins,Steers,Bouvillons,116410
2016-12-31,Hogs,Porcs,Hogs,Porcs,1956129
2016-12-31,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,57556
2017-01-28,Calves,Veaux,Female,Femelle,964
2017-01-28,Calves,Veaux,Male,Male,17008
2017-01-28,Cattle,Bovins,Bulls,Taureaux,1789
2017-01-28,Cattle,Bovins,Cows,Vaches,44567
2017-01-28,Cattle,Bovins,Heifers,Genisses,60144
2017-01-28,Cattle,Bovins,Steers,Bouvillons,91733
2017-01-28,Hogs,Porcs,Hogs,Porcs,1715685
2017-01-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,36712
2017-02-25,Calves,Veaux,Female,Femelle,997
2017-02-25,Calves,Veaux,Male,Male,17210
2017-02-25,Cattle,Bovins,Bulls,Taureaux,1887
2017-02-25,Cattle,Bovins,Cows,Vaches,44140
2017-02-25,Cattle,Bovins,Heifers,Genisses,56891
2017-02-25,Cattle,Bovins,Steers,Bouvillons,102833
2017-02-25,Hogs,Porcs,Hogs,Porcs,1720663
2017-02-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,33490
2017-04-01,Calves,Veaux,Female,Femelle,1278
2017-04-01,Calves,Veaux,Male,Male,21820
2017-04-01,Cattle,Bovins,Bulls,Taureaux,2413
2017-04-01,Cattle,Bovins,Cows,Vaches,47082
2017-04-01,Cattle,Bovins,Heifers,Genisses,95708
2017-04-01,Cattle,Bovins,Steers,Bouvillons,131334
2017-04-01,Hogs,Porcs,Hogs,Porcs,2103770
2017-04-01,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,44015
2017-04-29,Calves,Veaux,Female,Femelle,954
2017-04-29,Calves,Veaux,Male,Male,16882
2017-04-29,Cattle,Bovins,Bulls,Taureaux,2441
2017-04-29,Cattle,Bovins,Cows,Vaches,34736
2017-04-29,Cattle,Bovins,Heifers,Genisses,81356
2017-04-29,Cattle,Bovins,Steers,Bouvillons,95426
2017-04-29,Hogs,Porcs,Hogs,Porcs,1629582
2017-04-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,54014
2017-05-27,Calves,Veaux,Female,Femelle,1057
2017-05-27,Calves,Veaux,Male,Male,17980
2017-05-27,Cattle,Bovins,Bulls,Taureaux,2591
2017-05-27,Cattle,Bovins,Cows,Vaches,30172
2017-05-27,Cattle,Bovins,Heifers,Genisses,75100
2017-05-27,Cattle,Bovins,Steers,Bouvillons,113105
2017-05-27,Hogs,Porcs,Hogs,Porcs,1598234
2017-05-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,40644
2017-07-01,Calves,Veaux,Female,Femelle,1183
2017-07-01,Calves,Veaux,Male,Male,20444
2017-07-01,Cattle,Bovins,Bulls,Taureaux,2962
2017-07-01,Cattle,Bovins,Cows,Vaches,40675
2017-07-01,Cattle,Bovins,Heifers,Genisses,76433
2017-07-01,Cattle,Bovins,Steers,Bouvillons,182381
2017-07-01,Hogs,Porcs,Hogs,Porcs,1995825
2017-07-01,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,45915
2017-07-29,Calves,Veaux,Female,Femelle,983
2017-07-29,Calves,Veaux,Male,Male,17356
2017-07-29,Cattle,Bovins,Bulls,Taureaux,2293
2017-07-29,Cattle,Bovins,Cows,Vaches,29694
2017-07-29,Cattle,Bovins,Heifers,Genisses,58933
2017-07-29,Cattle,Bovins,Steers,Bouvillons,158940
2017-07-29,Hogs,Porcs,Hogs,Porcs,1636447
2017-07-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,40325
2017-08-26,Calves,Veaux,Female,Femelle,997
2017-08-26,Calves,Veaux,Male,Male,17778
2017-08-26,Cattle,Bovins,Bulls,Taureaux,2410
2017-08-26,Cattle,Bovins,Cows,Vaches,31351
2017-08-26,Cattle,Bovins,Heifers,Genisses,67848
2017-08-26,Cattle,Bovins,Steers,Bouvillons,143549
2017-08-26,Hogs,Porcs,Hogs,Porcs,1618336
2017-08-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,48266
2017-09-30,Calves,Veaux,Female,Femelle,1309
2017-09-30,Calves,Veaux,Male,Male,20970
2017-09-30,Cattle,Bovins,Bulls,Taureaux,2692
2017-09-30,Cattle,Bovins,Cows,Vaches,36486
2017-09-30,Cattle,Bovins,Heifers,Genisses,76425
2017-09-30,Cattle,Bovins,Steers,Bouvillons,188506
2017-09-30,Hogs,Porcs,Hogs,Porcs,2093368
2017-09-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,60148
2017-10-28,Calves,Veaux,Female,Femelle,966
2017-10-28,Calves,Veaux,Male,Male,16927
2017-10-28,Cattle,Bovins,Bulls,Taureaux,2895
2017-10-28,Cattle,Bovins,Cows,Vaches,35056
2017-10-28,Cattle,Bovins,Heifers,Genisses,78087
2017-10-28,Cattle,Bovins,Steers,Bouvillons,125161
2017-10-28,Hogs,Porcs,Hogs,Porcs,1675372
2017-10-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42057
2017-11-25,Calves,Veaux,Female,Femelle,1125
2017-11-25,Calves,Veaux,Male,Male,18399
2017-11-25,Cattle,Bovins,Bulls,Taureaux,2896
2017-11-25,Cattle,Bovins,Cows,Vaches,45809
2017-11-25,Cattle,Bovins,Heifers,Genisses,86450
2017-11-25,Cattle,Bovins,Steers,Bouvillons,115000
2017-11-25,Hogs,Porcs,Hogs,Porcs,1778842
2017-11-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42341
2017-12-30,Calves,Veaux,Female,Femelle,1231
2017-12-30,Calves,Veaux,Male,Male,20641
2017-12-30,Cattle,Bovins,Bulls,Taureaux,2464
2017-12-30,Cattle,Bovins,Cows,Vaches,60173
2017-12-30,Cattle,Bovins,Heifers,Genisses,93435
2017-12-30,Cattle,Bovins,Steers,Bouvillons,120102
2017-12-30,Hogs,Porcs,Hogs,Porcs,2029318
2017-12-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,56135
2018-01-27,Calves,Veaux,Female,Femelle,919
2018-01-27,Calves,Veaux,Male,Male,16175
2018-01-27,Cattle,Bovins,Bulls,Taureaux,1982
2018-01-27,Cattle,Bovins,Cows,Vaches,45221
2018-01-27,Cattle,Bovins,Heifers,Genisses,59560
2018-01-27,Cattle,Bovins,Steers,Bouvillons,103676
2018-01-27,Hogs,Porcs,Hogs,Porcs,1657915
2018-01-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,36422
2018-02-24,Calves,Veaux,Female,Femelle,1007
2018-02-24,Calves,Veaux,Male,Male,16953
2018-02-24,Cattle,Bovins,Bulls,Taureaux,1896
2018-02-24,Cattle,Bovins,Cows,Vaches,45100
2018-02-24,Cattle,Bovins,Heifers,Genisses,60537
2018-02-24,Cattle,Bovins,Steers,Bouvillons,107380
2018-02-24,Hogs,Porcs,Hogs,Porcs,1680340
2018-02-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,32663
2018-03-31,Calves,Veaux,Female,Femelle,1226
2018-03-31,Calves,Veaux,Male,Male,20763
2018-03-31,Cattle,Bovins,Bulls,Taureaux,2094
2018-03-31,Cattle,Bovins,Cows,Vaches,54775
2018-03-31,Cattle,Bovins,Heifers,Genisses,98408
2018-03-31,Cattle,Bovins,Steers,Bouvillons,130229
2018-03-31,Hogs,Porcs,Hogs,Porcs,2081033
2018-03-31,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,57072
2018-04-28,Calves,Veaux,Female,Femelle,988
2018-04-28,Calves,Veaux,Male,Male,17428
2018-04-28,Cattle,Bovins,Bulls,Taureaux,2083
2018-04-28,Cattle,Bovins,Cows,Vaches,39869
2018-04-28,Cattle,Bovins,Heifers,Genisses,92329
2018-04-28,Cattle,Bovins,Steers,Bouvillons,108283
2018-04-28,Hogs,Porcs,Hogs,Porcs,1651636
2018-04-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,37869
2018-05-26,Calves,Veaux,Female,Femelle,984
2018-05-26,Calves,Veaux,Male,Male,17218
2018-05-26,Cattle,Bovins,Bulls,Taureaux,2316
2018-05-26,Cattle,Bovins,Cows,Vaches,39853
2018-05-26,Cattle,Bovins,Heifers,Genisses,81780
2018-05-26,Cattle,Bovins,Steers,Bouvillons,121528
2018-05-26,Hogs,Porcs,Hogs,Porcs,1609364
2018-05-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,40737
2018-06-30,Calves,Veaux,Female,Femelle,1159
2018-06-30,Calves,Veaux,Male,Male,20492
2018-06-30,Cattle,Bovins,Bulls,Taureaux,2666
2018-06-30,Cattle,Bovins,Cows,Vaches,43972
2018-06-30,Cattle,Bovins,Heifers,Genisses,92079
2018-06-30,Cattle,Bovins,Steers,Bouvillons,192832
2018-06-30,Hogs,Porcs,Hogs,Porcs,2008578
2018-06-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42549
2018-07-28,Calves,Veaux,Female,Femelle,834
2018-07-28,Calves,Veaux,Male,Male,15835
2018-07-28,Cattle,Bovins,Bulls,Taureaux,2149
2018-07-28,Cattle,Bovins,Cows,Vaches,34167
2018-07-28,Cattle,Bovins,Heifers,Genisses,63817
2018-07-28,Cattle,Bovins,Steers,Bouvillons,147797
2018-07-28,Hogs,Porcs,Hogs,Porcs,1575550
2018-07-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,39273
2018-08-25,Calves,Veaux,Female,Femelle,893
2018-08-25,Calves,Veaux,Male,Male,16520
2018-08-25,Cattle,Bovins,Bulls,Taureaux,2563
2018-08-25,Cattle,Bovins,Cows,Vaches,35101
2018-08-25,Cattle,Bovins,Heifers,Genisses,60120
2018-08-25,Cattle,Bovins,Steers,Bouvillons,161992
2018-08-25,Hogs,Porcs,Hogs,Porcs,1614713
2018-08-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,61324
2018-09-29,Calves,Veaux,Female,Femelle,1070
2018-09-29,Calves,Veaux,Male,Male,19475
2018-09-29,Cattle,Bovins,Bulls,Taureaux,3101
2018-09-29,Cattle,Bovins,Cows,Vaches,47577
2018-09-29,Cattle,Bovins,Heifers,Genisses,75003
2018-09-29,Cattle,Bovins,Steers,Bouvillons,191771
2018-09-29,Hogs,Porcs,Hogs,Porcs,2069372
2018-09-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,44420
2018-10-27,Calves,Veaux,Female,Femelle,901
2018-10-27,Calves,Veaux,Male,Male,16927
2018-10-27,Cattle,Bovins,Bulls,Taureaux,2459
2018-10-27,Cattle,Bovins,Cows,Vaches,38399
2018-10-27,Cattle,Bovins,Heifers,Genisses,70830
2018-10-27,Cattle,Bovins,Steers,Bouvillons,140322
2018-10-27,Hogs,Porcs,Hogs,Porcs,1678261
2018-10-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,43190
2018-11-24,Calves,Veaux,Female,Femelle,1023
2018-11-24,Calves,Veaux,Male,Male,17423
2018-11-24,Cattle,Bovins,Bulls,Taureaux,2230
2018-11-24,Cattle,Bovins,Cows,Vaches,53776
2018-11-24,Cattle,Bovins,Heifers,Genisses,82367
2018-11-24,Cattle,Bovins,Steers,Bouvillons,123168
2018-11-24,Hogs,Porcs,Hogs,Porcs,1767407
2018-11-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,41692
2018-12-29,Calves,Veaux,Female,Femelle,1088
2018-12-29,Calves,Veaux,Male,Male,20216
2018-12-29,Cattle,Bovins,Bulls,Taureaux,2173
2018-12-29,Cattle,Bovins,Cows,Vaches,60192
2018-12-29,Cattle,Bovins,Heifers,Genisses,93311
2018-12-29,Cattle,Bovins,Steers,Bouvillons,136739
2018-12-29,Hogs,Porcs,Hogs,Porcs,2010630
2018-12-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,58268
2019-01-26,Calves,Veaux,Female,Femelle,849
2019-01-26,Calves,Veaux,Male,Male,16615
2019-01-26,Cattle,Bovins,Bulls,Taureaux,1483
2019-01-26,Cattle,Bovins,Cows,Vaches,49139
2019-01-26,Cattle,Bovins,Heifers,Genisses,72152
2019-01-26,Cattle,Bovins,Steers,Bouvillons,106622
2019-01-26,Hogs,Porcs,Hogs,Porcs,1632242
2019-01-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,37047
2019-02-23,Calves,Veaux,Female,Femelle,905
2019-02-23,Calves,Veaux,Male,Male,16714
2019-02-23,Cattle,Bovins,Bulls,Taureaux,1629
2019-02-23,Cattle,Bovins,Cows,Vaches,52703
2019-02-23,Cattle,Bovins,Heifers,Genisses,68894
2019-02-23,Cattle,Bovins,Steers,Bouvillons,116575
2019-02-23,Hogs,Porcs,Hogs,Porcs,1705460
2019-02-23,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,33961
2019-03-30,Calves,Veaux,Female,Femelle,1082
2019-03-30,Calves,Veaux,Male,Male,20055
2019-03-30,Cattle,Bovins,Bulls,Taureaux,1919
2019-03-30,Cattle,Bovins,Cows,Vaches,58230
2019-03-30,Cattle,Bovins,Heifers,Genisses,103434
2019-03-30,Cattle,Bovins,Steers,Bouvillons,151036
2019-03-30,Hogs,Porcs,Hogs,Porcs,2137503
2019-03-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,39590
2019-04-27,Calves,Veaux,Female,Femelle,879
2019-04-27,Calves,Veaux,Male,Male,16483
2019-04-27,Cattle,Bovins,Bulls,Taureaux,2380
2019-04-27,Cattle,Bovins,Cows,Vaches,40524
2019-04-27,Cattle,Bovins,Heifers,Genisses,87468
2019-04-27,Cattle,Bovins,Steers,Bouvillons,114183
2019-04-27,Hogs,Porcs,Hogs,Porcs,1580975
2019-04-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,59802
2019-05-25,Calves,Veaux,Female,Femelle,857
2019-05-25,Calves,Veaux,Male,Male,16593
2019-05-25,Cattle,Bovins,Bulls,Taureaux,2550
2019-05-25,Cattle,Bovins,Cows,Vaches,37604
2019-05-25,Cattle,Bovins,Heifers,Genisses,85522
2019-05-25,Cattle,Bovins,Steers,Bouvillons,125003
2019-05-25,Hogs,Porcs,Hogs,Porcs,1606173
2019-05-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,41624
2019-06-29,Calves,Veaux,Female,Femelle,978
2019-06-29,Calves,Veaux,Male,Male,18988
2019-06-29,Cattle,Bovins,Bulls,Taureaux,2348
2019-06-29,Cattle,Bovins,Cows,Vaches,46776
2019-06-29,Cattle,Bovins,Heifers,Genisses,96756
2019-06-29,Cattle,Bovins,Steers,Bouvillons,188370
2019-06-29,Hogs,Porcs,Hogs,Porcs,2044577
2019-06-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42275
2019-07-27,Calves,Veaux,Female,Femelle,694
2019-07-27,Calves,Veaux,Male,Male,15496
2019-07-27,Cattle,Bovins,Bulls,Taureaux,2619
2019-07-27,Cattle,Bovins,Cows,Vaches,34612
2019-07-27,Cattle,Bovins,Heifers,Genisses,58559
2019-07-27,Cattle,Bovins,Steers,Bouvillons,167386
2019-07-27,Hogs,Porcs,Hogs,Porcs,1624553
2019-07-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,43896
2019-08-24,Calves,Veaux,Female,Femelle,600
2019-08-24,Calves,Veaux,Male,Male,15244
2019-08-24,Cattle,Bovins,Bulls,Taureaux,2574
2019-08-24,Cattle,Bovins,Cows,Vaches,33022
2019-08-24,Cattle,Bovins,Heifers,Genisses,70749
2019-08-24,Cattle,Bovins,Steers,Bouvillons,164453
2019-08-24,Hogs,Porcs,Hogs,Porcs,1632032
2019-08-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,61641
2019-09-28,Calves,Veaux,Female,Femelle,911
2019-09-28,Calves,Veaux,Male,Male,17865
2019-09-28,Cattle,Bovins,Bulls,Taureaux,2624
2019-09-28,Cattle,Bovins,Cows,Vaches,45247
2019-09-28,Cattle,Bovins,Heifers,Genisses,84466
2019-09-28,Cattle,Bovins,Steers,Bouvillons,198445
2019-09-28,Hogs,Porcs,Hogs,Porcs,2114269
2019-09-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,45647
2019-10-26,Calves,Veaux,Female,Femelle,685
2019-10-26,Calves,Veaux,Male,Male,15684
2019-10-26,Cattle,Bovins,Bulls,Taureaux,2214
2019-10-26,Cattle,Bovins,Cows,Vaches,37773
2019-10-26,Cattle,Bovins,Heifers,Genisses,71100
2019-10-26,Cattle,Bovins,Steers,Bouvillons,151994
2019-10-26,Hogs,Porcs,Hogs,Porcs,1728381
2019-10-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47408
2019-11-23,Calves,Veaux,Female,Femelle,689
2019-11-23,Calves,Veaux,Male,Male,15561
2019-11-23,Cattle,Bovins,Bulls,Taureaux,2412
2019-11-23,Cattle,Bovins,Cows,Vaches,47517
2019-11-23,Cattle,Bovins,Heifers,Genisses,77252
2019-11-23,Cattle,Bovins,Steers,Bouvillons,143521
2019-11-23,Hogs,Porcs,Hogs,Porcs,1799550
2019-11-23,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42155
2019-12-28,Calves,Veaux,Female,Femelle,814
2019-12-28,Calves,Veaux,Male,Male,18592
2019-12-28,Cattle,Bovins,Bulls,Taureaux,2210
2019-12-28,Cattle,Bovins,Cows,Vaches,58120
2019-12-28,Cattle,Bovins,Heifers,Genisses,80696
2019-12-28,Cattle,Bovins,Steers,Bouvillons,151014
2019-12-28,Hogs,Porcs,Hogs,Porcs,2072734
2019-12-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,57009
2020-01-25,Calves,Veaux,Female,Femelle,676
2020-01-25,Calves,Veaux,Male,Male,15584
2020-01-25,Cattle,Bovins,Bulls,Taureaux,1502
2020-01-25,Cattle,Bovins,Cows,Vaches,42590
2020-01-25,Cattle,Bovins,Heifers,Genisses,71362
2020-01-25,Cattle,Bovins,Steers,Bouvillons,115179
2020-01-25,Hogs,Porcs,Hogs,Porcs,1711494
2020-01-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,36786
2020-02-22,Calves,Veaux,Female,Femelle,755
2020-02-22,Calves,Veaux,Male,Male,15957
2020-02-22,Cattle,Bovins,Bulls,Taureaux,1814
2020-02-22,Cattle,Bovins,Cows,Vaches,47907
2020-02-22,Cattle,Bovins,Heifers,Genisses,64708
2020-02-22,Cattle,Bovins,Steers,Bouvillons,123469
2020-02-22,Hogs,Porcs,Hogs,Porcs,1759373
2020-02-22,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,34657
2020-03-28,Calves,Veaux,Female,Femelle,1005
2020-03-28,Calves,Veaux,Male,Male,20401
2020-03-28,Cattle,Bovins,Bulls,Taureaux,1891
2020-03-28,Cattle,Bovins,Cows,Vaches,57698
2020-03-28,Cattle,Bovins,Heifers,Genisses,103775
2020-03-28,Cattle,Bovins,Steers,Bouvillons,171291
2020-03-28,Hogs,Porcs,Hogs,Porcs,2242415
2020-03-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,46510
2020-04-25,Calves,Veaux,Female,Femelle,749
2020-04-25,Calves,Veaux,Male,Male,16131
2020-04-25,Cattle,Bovins,Bulls,Taureaux,1780
2020-04-25,Cattle,Bovins,Cows,Vaches,27531
2020-04-25,Cattle,Bovins,Heifers,Genisses,64805
2020-04-25,Cattle,Bovins,Steers,Bouvillons,85106
2020-04-25,Hogs,Porcs,Hogs,Porcs,1573574
2020-04-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,51668
2020-05-23,Calves,Veaux,Female,Femelle,665
2020-05-23,Calves,Veaux,Male,Male,16287
2020-05-23,Cattle,Bovins,Bulls,Taureaux,1433
2020-05-23,Cattle,Bovins,Cows,Vaches,22015
2020-05-23,Cattle,Bovins,Heifers,Genisses,62598
2020-05-23,Cattle,Bovins,Steers,Bouvillons,89020
2020-05-23,Hogs,Porcs,Hogs,Porcs,1651435
2020-05-23,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42741
2020-06-27,Calves,Veaux,Female,Femelle,844
2020-06-27,Calves,Veaux,Male,Male,19092
2020-06-27,Cattle,Bovins,Bulls,Taureaux,2254
2020-06-27,Cattle,Bovins,Cows,Vaches,34475
2020-06-27,Cattle,Bovins,Heifers,Genisses,111675
2020-06-27,Cattle,Bovins,Steers,Bouvillons,186657
2020-06-27,Hogs,Porcs,Hogs,Porcs,2180470
2020-06-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,49623
2020-07-25,Calves,Veaux,Female,Femelle,643
2020-07-25,Calves,Veaux,Male,Male,14619
2020-07-25,Cattle,Bovins,Bulls,Taureaux,2052
2020-07-25,Cattle,Bovins,Cows,Vaches,29876
2020-07-25,Cattle,Bovins,Heifers,Genisses,72276
2020-07-25,Cattle,Bovins,Steers,Bouvillons,169510
2020-07-25,Hogs,Porcs,Hogs,Porcs,1687318
2020-07-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,57039
2020-08-22,Calves,Veaux,Female,Femelle,604
2020-08-22,Calves,Veaux,Male,Male,14166
2020-08-22,Cattle,Bovins,Bulls,Taureaux,2424
2020-08-22,Cattle,Bovins,Cows,Vaches,28875
2020-08-22,Cattle,Bovins,Heifers,Genisses,75816
2020-08-22,Cattle,Bovins,Steers,Bouvillons,160721
2020-08-22,Hogs,Porcs,Hogs,Porcs,1697236
2020-08-22,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,48873
