Date,Sessions
6/5/2015,40136
6/4/2015,44308
6/3/2015,45211
6/2/2015,47118
6/1/2015,49767
5/31/2015,29996
5/30/2015,28344
5/29/2015,39829
5/28/2015,43197
5/27/2015,47408
5/26/2015,58592
5/25/2015,52527
5/24/2015,33114
5/23/2015,27640
5/22/2015,33784
5/21/2015,39677
5/20/2015,40902
5/19/2015,41534
5/18/2015,42001
5/17/2015,28001
5/16/2015,24774
5/15/2015,35120
5/14/2015,40454
5/13/2015,41889
5/12/2015,41311
5/11/2015,42423
5/10/2015,24128
5/9/2015,23638
5/8/2015,34267
5/7/2015,39598
5/6/2015,41009
5/5/2015,41548
5/4/2015,42696
5/3/2015,26229
5/2/2015,23560
5/1/2015,35083
4/30/2015,38330
4/29/2015,38959
4/28/2015,40476
4/27/2015,40048
4/26/2015,25567
4/25/2015,24968
4/24/2015,34973
4/23/2015,38252
4/22/2015,38800
4/21/2015,38140
4/20/2015,41296
4/19/2015,26710
4/18/2015,23950
4/17/2015,33923
4/16/2015,37818
4/15/2015,38741
4/14/2015,42161
4/13/2015,42786
4/12/2015,24630
4/11/2015,22931
4/10/2015,34111
4/9/2015,38548
4/8/2015,39586
4/7/2015,40340
4/6/2015,41812
4/5/2015,22270
4/4/2015,22571
4/3/2015,32877
4/2/2015,38934
4/1/2015,39448
3/31/2015,40752
3/30/2015,41769
3/29/2015,27322
3/28/2015,26450
3/27/2015,37228
3/26/2015,39123
3/25/2015,40200
3/24/2015,40776
3/23/2015,41033
3/22/2015,25381
3/21/2015,23696
3/20/2015,32952
3/19/2015,36521
3/18/2015,36760
3/17/2015,37670
3/16/2015,39011
3/15/2015,24878
3/14/2015,24745
3/13/2015,36101
3/12/2015,38890
3/11/2015,39288
3/10/2015,40755
3/9/2015,42740
3/8/2015,26072
3/7/2015,28712
3/6/2015,39294
3/5/2015,45036
3/4/2015,48332
3/3/2015,40202
3/2/2015,39923
3/1/2015,25155
2/28/2015,30400
2/27/2015,34105
2/26/2015,39690
2/25/2015,39680
2/24/2015,41799
2/23/2015,43229
2/22/2015,24936
2/21/2015,23520
2/20/2015,31686
2/19/2015,37325
2/18/2015,38756
2/17/2015,38987
2/16/2015,34680
2/15/2015,24792
2/14/2015,22613
2/13/2015,32480
2/12/2015,37271
2/11/2015,37774
2/10/2015,39060
2/9/2015,39078
2/8/2015,24364
2/7/2015,22508
2/6/2015,32369
2/5/2015,35859
2/4/2015,36312
2/3/2015,37823
2/2/2015,39120
2/1/2015,22543
1/31/2015,22634
1/30/2015,35320
1/29/2015,36891
1/28/2015,36306
1/27/2015,36761
1/26/2015,38842
1/25/2015,23362
1/24/2015,22747
1/23/2015,31808
1/22/2015,37106
1/21/2015,37596
1/20/2015,39106
1/19/2015,33567
1/18/2015,24758
1/17/2015,23246
1/16/2015,33048
1/15/2015,35540
1/14/2015,36765
1/13/2015,37541
1/12/2015,37123
1/11/2015,25330
1/10/2015,23755
1/9/2015,33036
1/8/2015,36723
1/7/2015,41039
1/6/2015,41398
1/5/2015,41192
1/4/2015,26154
1/3/2015,25146
1/2/2015,33215
1/1/2015,25960
12/31/2014,31644
12/30/2014,39380
12/29/2014,33432
12/28/2014,21229
12/27/2014,20650
12/26/2014,23492
12/25/2014,14677
12/24/2014,16743
12/23/2014,26745
12/22/2014,29510
12/21/2014,19728
12/20/2014,18980
12/19/2014,26407
12/18/2014,28839
12/17/2014,29597
12/16/2014,33112
12/15/2014,32357
12/14/2014,19259
12/13/2014,18644
12/12/2014,27807
12/11/2014,33109
12/10/2014,31812
12/9/2014,32928
12/8/2014,35185
12/7/2014,20022
12/6/2014,20933
12/5/2014,33475
12/4/2014,34528
12/3/2014,31571
12/2/2014,32739
12/1/2014,35020
11/30/2014,23779
11/29/2014,20211
11/28/2014,20891
11/27/2014,13140
11/26/2014,24462
11/25/2014,30484
11/24/2014,32698
11/23/2014,21165
11/22/2014,22201
11/21/2014,27442
11/20/2014,32312
11/19/2014,31700
11/18/2014,32684
11/17/2014,34471
11/16/2014,20776
11/15/2014,19032
11/14/2014,28903
11/13/2014,32675
11/12/2014,33964
11/11/2014,30849
11/10/2014,35252
11/9/2014,21340
11/8/2014,19225
11/7/2014,29338
11/6/2014,32939
11/5/2014,36052
11/4/2014,47775
11/3/2014,41391
11/2/2014,23462
11/1/2014,19662
10/31/2014,27038
10/30/2014,32379
10/29/2014,34729
10/28/2014,34654
10/27/2014,36366
10/26/2014,22530
10/25/2014,20759
10/24/2014,30333
10/23/2014,34079
10/22/2014,33502
10/21/2014,34153
10/20/2014,36514
10/19/2014,20988
10/18/2014,20162
10/17/2014,29424
10/16/2014,32949
10/15/2014,32750
10/14/2014,33004
10/13/2014,35091
10/12/2014,20916
10/11/2014,19870
10/10/2014,29251
10/9/2014,33810
10/8/2014,33884
10/7/2014,34223
10/6/2014,36597
10/5/2014,21036
10/4/2014,19327
10/3/2014,28607
10/2/2014,34270
10/1/2014,33667
9/30/2014,36523
9/29/2014,35553
9/28/2014,21827
9/27/2014,21180
9/26/2014,30008
9/25/2014,33502
9/24/2014,33744
9/23/2014,33841
9/22/2014,34834
9/21/2014,22139
9/20/2014,20715
9/19/2014,29762
9/18/2014,34362
9/17/2014,33187
9/16/2014,33993
9/15/2014,35591
9/14/2014,21934
9/13/2014,20905
9/12/2014,30359
9/11/2014,33996
9/10/2014,35435
9/9/2014,35702
9/8/2014,36916
9/7/2014,23150
9/6/2014,23833
9/5/2014,33079
9/4/2014,34189
9/3/2014,35367
9/2/2014,37866
9/1/2014,26932
8/31/2014,25130
8/30/2014,23432
8/29/2014,32058
8/28/2014,36285
8/27/2014,35914
8/26/2014,37203
8/25/2014,37656
8/24/2014,24870
8/23/2014,24116
8/22/2014,32272
8/21/2014,35501
8/20/2014,39447
8/19/2014,37824
8/18/2014,37286
8/17/2014,24529
8/16/2014,24346
8/15/2014,31803
8/14/2014,34548
8/13/2014,36039
8/12/2014,36310
8/11/2014,37312
8/10/2014,25065
8/9/2014,24601
8/8/2014,32626
8/7/2014,37233
8/6/2014,37044
8/5/2014,37156
8/4/2014,39253
8/3/2014,25483
8/2/2014,25064
8/1/2014,29251
7/31/2014,30497
7/30/2014,32223
7/29/2014,31627
7/28/2014,32891
7/27/2014,22220
7/26/2014,20737
7/25/2014,27028
7/24/2014,29556
7/23/2014,31946
7/22/2014,37996
7/21/2014,39790
7/20/2014,25379
7/19/2014,25113
7/18/2014,35127
7/17/2014,34876
7/16/2014,39040
7/15/2014,37159
7/14/2014,39686
7/13/2014,25924
7/12/2014,26793
7/11/2014,32701
7/10/2014,37624
7/9/2014,38346
7/8/2014,39181
7/7/2014,41425
7/6/2014,27098
7/5/2014,25513
7/4/2014,23545
7/3/2014,34524
7/2/2014,37325
7/1/2014,36456
6/30/2014,39331
6/29/2014,26127
6/28/2014,24204
6/27/2014,32533
6/26/2014,36323
6/25/2014,37817
6/24/2014,37847
6/23/2014,39538
6/22/2014,25283
6/21/2014,25428
6/20/2014,33709
6/19/2014,36829
6/18/2014,37359
6/17/2014,39356
6/16/2014,39392
6/15/2014,24237
6/14/2014,23409
6/13/2014,34551
6/12/2014,38906
6/11/2014,40765
6/10/2014,42438
6/9/2014,42870
6/8/2014,29088
6/7/2014,27870
6/6/2014,35300
6/5/2014,37387
6/4/2014,37713
6/3/2014,38793
6/2/2014,41491
6/1/2014,26055
5/31/2014,25324
5/30/2014,33240
5/29/2014,36074
5/28/2014,37181
5/27/2014,39938
5/26/2014,26925
5/25/2014,24155
5/24/2014,22853
5/23/2014,32292
5/22/2014,37546
5/21/2014,37991
5/20/2014,42840
5/19/2014,40305
5/18/2014,24214
5/17/2014,23197
5/16/2014,32116
5/15/2014,36411
5/14/2014,34625
5/13/2014,36803
5/12/2014,37157
5/11/2014,20496
5/10/2014,21392
5/9/2014,29377
5/8/2014,33215
5/7/2014,34820
5/6/2014,37478
5/5/2014,38399
5/4/2014,24090
5/3/2014,22495
5/2/2014,31108
5/1/2014,34260
4/30/2014,35394
4/29/2014,36583
4/28/2014,39165
4/27/2014,24545
4/26/2014,21122
4/25/2014,31033
4/24/2014,34594
4/23/2014,35920
4/22/2014,36700
4/21/2014,36611
4/20/2014,19068
4/19/2014,19828
4/18/2014,28116
4/17/2014,33208
4/16/2014,35094
4/15/2014,35490
4/14/2014,37213
4/13/2014,21568
4/12/2014,21322
4/11/2014,29549
4/10/2014,38312
4/9/2014,40755
4/8/2014,42988
4/7/2014,44607
4/6/2014,24287
4/5/2014,24220
4/4/2014,34639
4/3/2014,37965
4/2/2014,40948
4/1/2014,41421
3/31/2014,43822
3/30/2014,24871
3/29/2014,26253
3/28/2014,36408
3/27/2014,39022
3/26/2014,41233
3/25/2014,42481
3/24/2014,43611
3/23/2014,23637
3/22/2014,24111
3/21/2014,34296
3/20/2014,39261
3/19/2014,41546
3/18/2014,40968
3/17/2014,42363
3/16/2014,30758
3/15/2014,30957
3/14/2014,34259
3/13/2014,42004
3/12/2014,40236
3/11/2014,41499
3/10/2014,42671
3/9/2014,23960
3/8/2014,26173
3/7/2014,35605
3/6/2014,39244
3/5/2014,41506
3/4/2014,45724
3/3/2014,47445
3/2/2014,25167
3/1/2014,26330
2/28/2014,35412
2/27/2014,39193
2/26/2014,41636
2/25/2014,42356
2/24/2014,43916
2/23/2014,24675
2/22/2014,24885
2/21/2014,35964
2/20/2014,38537
2/19/2014,41490
2/18/2014,43327
2/17/2014,32981
2/16/2014,23370
2/15/2014,24419
2/14/2014,30255
2/13/2014,38048
2/12/2014,39455
2/11/2014,43088
2/10/2014,42059
2/9/2014,22850
2/8/2014,22957
2/7/2014,34525
2/6/2014,40352
2/5/2014,39777
2/4/2014,40376
2/3/2014,41211
2/2/2014,19830
2/1/2014,24785
1/31/2014,34367
1/30/2014,40693
1/29/2014,39779
1/28/2014,50863
1/27/2014,42753
1/26/2014,22613
1/25/2014,23296
1/24/2014,37868
1/23/2014,42717
1/22/2014,40207
1/21/2014,41574
1/20/2014,29727
1/19/2014,21968
1/18/2014,23165
1/17/2014,31984
1/16/2014,35985
1/15/2014,37381
1/14/2014,38479
1/13/2014,39861
1/12/2014,22346
1/11/2014,23656
1/10/2014,32881
1/9/2014,35817
1/8/2014,38050
1/7/2014,39679
1/6/2014,42350
1/5/2014,25927
1/4/2014,25089
1/3/2014,34608
1/2/2014,38538
1/1/2014,22589
12/31/2013,35534
12/30/2013,36638
12/29/2013,21440
12/28/2013,22432
12/27/2013,28447
12/26/2013,28919
12/25/2013,14528
12/24/2013,15847
12/23/2013,29129
12/22/2013,18381
12/21/2013,20176
12/20/2013,27684
12/19/2013,30029
12/18/2013,32262
12/17/2013,32903
12/16/2013,34773
12/15/2013,18403
12/14/2013,21027
12/13/2013,38903
12/12/2013,31264
12/11/2013,33129
12/10/2013,34715
12/9/2013,35304
12/8/2013,19319
12/7/2013,20898
12/6/2013,32124
12/5/2013,32621
12/4/2013,34657
12/3/2013,35848
12/2/2013,37558
12/1/2013,21929
11/30/2013,20074
11/29/2013,18085
11/28/2013,12280
11/27/2013,26740
11/26/2013,33795
11/25/2013,36371
11/24/2013,19403
11/23/2013,19557
11/22/2013,29713
11/21/2013,35566
11/20/2013,35778
11/19/2013,36552
11/18/2013,38488
11/17/2013,20567
11/16/2013,20417
11/15/2013,30141
11/14/2013,33696
11/13/2013,36770
11/12/2013,37835
11/11/2013,29075
11/10/2013,19282
11/9/2013,20152
11/8/2013,29860
11/7/2013,34310
11/6/2013,31813
11/5/2013,22667
11/4/2013,39447
11/3/2013,21464
11/2/2013,22070
11/1/2013,31676
10/31/2013,37027
10/30/2013,38187
10/29/2013,37136
10/28/2013,38412
10/27/2013,19327
10/26/2013,20351
10/25/2013,30124
10/24/2013,35322
10/23/2013,36665
10/22/2013,38000
10/21/2013,38958
10/20/2013,19813
10/19/2013,21110
10/18/2013,30833
10/17/2013,36042
10/16/2013,37562
10/15/2013,39277
10/14/2013,40848
10/13/2013,25453
10/12/2013,20920
10/11/2013,30214
10/10/2013,34762
10/9/2013,37232
10/8/2013,36684
10/7/2013,37861
10/6/2013,18875
10/5/2013,20167
10/4/2013,29259
10/3/2013,34713
10/2/2013,38629
10/1/2013,38442
9/30/2013,38995
9/29/2013,19677
9/28/2013,21878
9/27/2013,31395
9/26/2013,36510
9/25/2013,36792
9/24/2013,36911
9/23/2013,38210
9/22/2013,20325
9/21/2013,20819
9/20/2013,32325
9/19/2013,34151
9/18/2013,36391
9/17/2013,38693
9/16/2013,39955
9/15/2013,21891
9/14/2013,24240
9/13/2013,35087
9/12/2013,38584
9/11/2013,40429
9/10/2013,41588
9/9/2013,41676
9/8/2013,23017
9/7/2013,24283
9/6/2013,34398
9/5/2013,39152
9/4/2013,41762
9/3/2013,45277
9/2/2013,25133
9/1/2013,22026
8/31/2013,21577
8/30/2013,32964
8/29/2013,39012
8/28/2013,39701
8/27/2013,39644
8/26/2013,40929
8/25/2013,23758
8/24/2013,25015
8/23/2013,33722
8/22/2013,38925
8/21/2013,41061
8/20/2013,43053
8/19/2013,42589
8/18/2013,22957
8/17/2013,25484
8/16/2013,33499
8/15/2013,36227
8/14/2013,41188
8/13/2013,43437
8/12/2013,44055
8/11/2013,23479
8/10/2013,25109
8/9/2013,36072
8/8/2013,41699
8/7/2013,43285
8/6/2013,45873
8/5/2013,46442
8/4/2013,24501
8/3/2013,27124
8/2/2013,37335
8/1/2013,40939
7/31/2013,42259
7/30/2013,43599
7/29/2013,44783
7/28/2013,23992
7/27/2013,24703
7/26/2013,35472
7/25/2013,39128
7/24/2013,40994
7/23/2013,42069
7/22/2013,44283
7/21/2013,25455
7/20/2013,25489
7/19/2013,34364
7/18/2013,37385
7/17/2013,40674
7/16/2013,41383
7/15/2013,41748
7/14/2013,23934
7/13/2013,26628
7/12/2013,34916
7/11/2013,39478
7/10/2013,42650
7/9/2013,43747
7/8/2013,43304
7/7/2013,26194
7/6/2013,28243
7/5/2013,33844
7/4/2013,24847
7/3/2013,40980
7/2/2013,42770
7/1/2013,42842
6/30/2013,24542
6/29/2013,27875
6/28/2013,35324
6/27/2013,40047
6/26/2013,40811
6/25/2013,43490
6/24/2013,43954
6/23/2013,24988
6/22/2013,26087
6/21/2013,34967
6/20/2013,37909
6/19/2013,40708
6/18/2013,40189
6/17/2013,43586
6/16/2013,23236
6/15/2013,24800
6/14/2013,35727
6/13/2013,42992
6/12/2013,42233
6/11/2013,43927
6/10/2013,47919
6/9/2013,25926
6/8/2013,30363
6/7/2013,42511
6/6/2013,39391
6/5/2013,41777
6/4/2013,42450
6/3/2013,43173
6/2/2013,24741
6/1/2013,26816
5/31/2013,33842
5/30/2013,37453
5/29/2013,40186
5/28/2013,43592
5/27/2013,24203
5/26/2013,20408
5/25/2013,20249
5/24/2013,34004
5/23/2013,39879
5/22/2013,41208
5/21/2013,40852
5/20/2013,41929
5/19/2013,22075
5/18/2013,22297
5/17/2013,31119
5/16/2013,35159
5/15/2013,38439
5/14/2013,38629
5/13/2013,39653
5/12/2013,19299
5/11/2013,21699
5/10/2013,29450
5/9/2013,35367
5/8/2013,35993
5/7/2013,36856
5/6/2013,37649
5/5/2013,20018
5/4/2013,20912
5/3/2013,29532
5/2/2013,34215
5/1/2013,36787
4/30/2013,37805
4/29/2013,38953
4/28/2013,20737
4/27/2013,22441
4/26/2013,30827
4/25/2013,34253
4/24/2013,39342
4/23/2013,38650
4/22/2013,39439
4/21/2013,20327
4/20/2013,20201
4/19/2013,28062
4/18/2013,33201
4/17/2013,38134
4/16/2013,39730
4/15/2013,39899
4/14/2013,21334
4/13/2013,21688
4/12/2013,30176
4/11/2013,34608
4/10/2013,40289
4/9/2013,41528
4/8/2013,43339
4/7/2013,24159
4/6/2013,22496
4/5/2013,30218
4/4/2013,36788
4/3/2013,42280
4/2/2013,39590
4/1/2013,39718
3/31/2013,17857
3/30/2013,20898
3/29/2013,28410
3/28/2013,33424
3/27/2013,35408
3/26/2013,35796
3/25/2013,37054
3/24/2013,20435
3/23/2013,21690
3/22/2013,29398
3/21/2013,34011
3/20/2013,35371
3/19/2013,37446
3/18/2013,39908
3/17/2013,21364
3/16/2013,21551
3/15/2013,28192
3/14/2013,31645
3/13/2013,33660
3/12/2013,38933
3/11/2013,41173
3/10/2013,20082
3/9/2013,23530
3/8/2013,31847
3/7/2013,36290
3/6/2013,37197
3/5/2013,37557
3/4/2013,39309
3/3/2013,22434
3/2/2013,23538
3/1/2013,32931
2/28/2013,35511
2/27/2013,39320
2/26/2013,43319
2/25/2013,44299
2/24/2013,20804
2/23/2013,23125
2/22/2013,33480
2/21/2013,35411
2/20/2013,37892
2/19/2013,36605
2/18/2013,26501
2/17/2013,19718
2/16/2013,20873
2/15/2013,26705
2/14/2013,28339
2/13/2013,32246
2/12/2013,35171
2/11/2013,34180
2/10/2013,18851
2/9/2013,19731
2/8/2013,28005
2/7/2013,31208
2/6/2013,32824
2/5/2013,33328
2/4/2013,33930
2/3/2013,16182
2/2/2013,19518
2/1/2013,26065
1/31/2013,30940
1/30/2013,32878
1/29/2013,34291
1/28/2013,35216
1/27/2013,18784
1/26/2013,20223
1/25/2013,26654
1/24/2013,29990
1/23/2013,31815
1/22/2013,33588
1/21/2013,22409
1/20/2013,18119
1/19/2013,21636
1/18/2013,26380
1/17/2013,28736
1/16/2013,30410
1/15/2013,31338
1/14/2013,31980
1/13/2013,17435
1/12/2013,19989
1/11/2013,28656
1/10/2013,29240
1/9/2013,31181
1/8/2013,31734
1/7/2013,32189
1/6/2013,17357
1/5/2013,19472
1/4/2013,26473
1/3/2013,30425
1/2/2013,33530
1/1/2013,18508
12/31/2012,27943
12/30/2012,18509
12/29/2012,20546
12/28/2012,24658
12/27/2012,26907
12/26/2012,26612
12/25/2012,12171
12/24/2012,11753
12/23/2012,15515
12/22/2012,17514
12/21/2012,21873
12/20/2012,24774
12/19/2012,26907
12/18/2012,28026
12/17/2012,28975
12/16/2012,16700
12/15/2012,17531
12/14/2012,22350
12/13/2012,27356
12/12/2012,27676
12/11/2012,27465
12/10/2012,29095
12/9/2012,15720
12/8/2012,17170
12/7/2012,23583
12/6/2012,27157
12/5/2012,28848
12/4/2012,29773
12/3/2012,29480
12/2/2012,17899
12/1/2012,17906
11/30/2012,22951
11/29/2012,25096
11/28/2012,27123
11/27/2012,28792
11/26/2012,29919
11/25/2012,16315
11/24/2012,16156
11/23/2012,13081
11/22/2012,8880
11/21/2012,20307
11/20/2012,25592
11/19/2012,27824
11/18/2012,16172
11/17/2012,19000
11/16/2012,28883
11/15/2012,37325
11/14/2012,35625
11/13/2012,33694
11/12/2012,25373
11/11/2012,16424
11/10/2012,20034
11/9/2012,24831
11/8/2012,28057
11/7/2012,31794
11/6/2012,37558
11/5/2012,35320
11/4/2012,17775
11/3/2012,17366
11/2/2012,25917
11/1/2012,28306
10/31/2012,26866
10/30/2012,29016
10/29/2012,28255
10/28/2012,14702
10/27/2012,16347
10/26/2012,23127
10/25/2012,26347
10/24/2012,30470
10/23/2012,31222
10/22/2012,32924
10/21/2012,16622
10/20/2012,16338
10/19/2012,22526
10/18/2012,26252
10/17/2012,27361
10/16/2012,27760
10/15/2012,27968
10/14/2012,13805
10/13/2012,14783
10/12/2012,21556
10/11/2012,26031
10/10/2012,23335
10/9/2012,36478
10/8/2012,35603
10/7/2012,17335
10/6/2012,19373
10/5/2012,28928
10/4/2012,31760
10/3/2012,31005
10/2/2012,30695
10/1/2012,32789
9/30/2012,14667
9/29/2012,17160
9/28/2012,22045
9/27/2012,27216
9/26/2012,28416
9/25/2012,26917
9/24/2012,28166
9/23/2012,14192
9/22/2012,15858
9/21/2012,22071
9/20/2012,23028
9/19/2012,25999
9/18/2012,26494
9/17/2012,27084
9/16/2012,13219
9/15/2012,16089
9/14/2012,21101
9/13/2012,23681
9/12/2012,26495
9/11/2012,27160
9/10/2012,28316
9/9/2012,14744
9/8/2012,16965
9/7/2012,21888
9/6/2012,25119
9/5/2012,28147
9/4/2012,31500
9/3/2012,16454
9/2/2012,14419
9/1/2012,13703
8/31/2012,22251
8/30/2012,26303
8/29/2012,25915
8/28/2012,25381
8/27/2012,25631
8/26/2012,13360
8/25/2012,14700
8/24/2012,19824
8/23/2012,23798
8/22/2012,24872
8/21/2012,24771
8/20/2012,29766
8/19/2012,13775
8/18/2012,15306
8/17/2012,22619
8/16/2012,24951
8/15/2012,25814
8/14/2012,26604
8/13/2012,27665
8/12/2012,15320
8/11/2012,16573
8/10/2012,22743
8/9/2012,25225
8/8/2012,28497
8/7/2012,27530
8/6/2012,27479
8/5/2012,13860
8/4/2012,15398
8/3/2012,20430
8/2/2012,24902
8/1/2012,25733
7/31/2012,27093
7/30/2012,27665
7/29/2012,14371
7/28/2012,15695
7/27/2012,20430
7/26/2012,24049
7/25/2012,26055
7/24/2012,27956
7/23/2012,27624
7/22/2012,14151
7/21/2012,16738
7/20/2012,21266
7/19/2012,23654
7/18/2012,25268
7/17/2012,27764
7/16/2012,28580
7/15/2012,14326
7/14/2012,15640
7/13/2012,22645
7/12/2012,25421
7/11/2012,27944
7/10/2012,29060
7/9/2012,29103
7/8/2012,14866
7/7/2012,16695
7/6/2012,21034
7/5/2012,25113
7/4/2012,14710
7/3/2012,27526
7/2/2012,27095
7/1/2012,12556
6/30/2012,14261
6/29/2012,20869
6/28/2012,25553
6/27/2012,25775
6/26/2012,28337
6/25/2012,29567
6/24/2012,14960
6/23/2012,15867
6/22/2012,21495
6/21/2012,23460
6/20/2012,25740
6/19/2012,27195
6/18/2012,29097
6/17/2012,13729
6/16/2012,15822
6/15/2012,23086
6/14/2012,25660
6/13/2012,26579
6/12/2012,27049
6/11/2012,29667
6/10/2012,14627
6/9/2012,17010
6/8/2012,31670
6/7/2012,27325
6/6/2012,27825
6/5/2012,29170
6/4/2012,29916
6/3/2012,15217
6/2/2012,16464
6/1/2012,22695
5/31/2012,25290
5/30/2012,27767
5/29/2012,31370
5/28/2012,15133
5/27/2012,12667
5/26/2012,12476
5/25/2012,20974
5/24/2012,26181
5/23/2012,28220
5/22/2012,28987
5/21/2012,29957
5/20/2012,13863
5/19/2012,15144
5/18/2012,20559
5/17/2012,23755
5/16/2012,27737
5/15/2012,33692
5/14/2012,27428
5/13/2012,11802
5/12/2012,15490
5/11/2012,19700
5/10/2012,21752
5/9/2012,24500
5/8/2012,25655
5/7/2012,26420
5/6/2012,12887
5/5/2012,15002
5/4/2012,20736
5/3/2012,24230
5/2/2012,25723
5/1/2012,27154
4/30/2012,27921
4/29/2012,13910
4/28/2012,14996
4/27/2012,21075
4/26/2012,24689
4/25/2012,25864
4/24/2012,27697
4/23/2012,27897
4/22/2012,14038
4/21/2012,14022
4/20/2012,20662
4/19/2012,22208
4/18/2012,28172
4/17/2012,27175
4/16/2012,28512
4/15/2012,13996
4/14/2012,14642
4/13/2012,20893
4/12/2012,23351
4/11/2012,26261
4/10/2012,26848
4/9/2012,26960
4/8/2012,10909
4/7/2012,14559
4/6/2012,20832
4/5/2012,24294
4/4/2012,27503
4/3/2012,28378
4/2/2012,30258
4/1/2012,16633
3/31/2012,16536
3/30/2012,20395
3/29/2012,23237
3/28/2012,25348
3/27/2012,25261
3/26/2012,26966
3/25/2012,13259
3/24/2012,14629
3/23/2012,20596
3/22/2012,23542
3/21/2012,24729
3/20/2012,25191
3/19/2012,26289
3/18/2012,12518
3/17/2012,13235
3/16/2012,18251
3/15/2012,21270
3/14/2012,22963
3/13/2012,24353
3/12/2012,24608
3/11/2012,11559
3/10/2012,14232
3/9/2012,19201
3/8/2012,22223
3/7/2012,24489
3/6/2012,25319
3/5/2012,26480
3/4/2012,13482
3/3/2012,15295
3/2/2012,20587
3/1/2012,25782
2/29/2012,27810
2/28/2012,29768
2/27/2012,31050
2/26/2012,15553
2/25/2012,17427
2/24/2012,23810
2/23/2012,26230
2/22/2012,28506
2/21/2012,29995
2/20/2012,20261
2/19/2012,15067
2/18/2012,16445
2/17/2012,21838
2/16/2012,24775
2/15/2012,27456
2/14/2012,24738
2/13/2012,28202
2/12/2012,14894
2/11/2012,16146
2/10/2012,22271
2/9/2012,23921
2/8/2012,26777
2/7/2012,28494
2/6/2012,28924
2/5/2012,13427
2/4/2012,17196
2/3/2012,23119
2/2/2012,25779
2/1/2012,25838
1/31/2012,27199
1/30/2012,27651
1/29/2012,13218
1/28/2012,14923
1/27/2012,20696
1/26/2012,22533
1/25/2012,24063
1/24/2012,24530
1/23/2012,24054
1/22/2012,11529
1/21/2012,13597
1/20/2012,17837
1/19/2012,19691
1/18/2012,22280
1/17/2012,23483
1/16/2012,13708
1/15/2012,10882
1/14/2012,12530
1/13/2012,16913
1/12/2012,20456
1/11/2012,22950
1/10/2012,23691
1/9/2012,24355
1/8/2012,12427
1/7/2012,14542
1/6/2012,19836
1/5/2012,22079
1/4/2012,24607
1/3/2012,17110
1/2/2012,12007
1/1/2012,9965
